coal,electricity,natural gas,wood,private,public,walk/bicycle,diesel,electric,hybrid,lpg,petrol,Vehicle Monthly Distance Km,Frequency of Traveling by Air,extra large waste bag,large waste bag,medium waste bag,small waste bag,Waste Bag Weekly Count,CarbonEmission
0,0,0,1,0,1,0,0,0,0,0,0,278,2,0,0,0,1,5,1560
0,0,1,0,0,1,0,0,0,0,0,0,1410,2,0,1,0,0,2,2080
0,1,0,0,0,1,0,0,0,0,0,0,1203,0,0,1,0,0,7,1315
0,1,0,0,0,1,0,0,0,0,0,0,769,2,0,1,0,0,5,2032
0,0,1,0,1,0,0,0,0,1,0,0,9331,1,0,0,1,0,3,3168
0,0,0,1,1,0,0,0,0,0,1,0,7981,1,0,0,0,1,5,3984
0,0,1,0,0,1,0,0,0,0,0,0,564,2,0,1,0,0,5,1666
1,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,1,0,3,1005
0,0,0,1,1,0,0,1,0,0,0,0,6585,1,1,0,0,0,6,4342
0,0,1,0,0,0,1,0,0,0,0,0,47,2,0,0,0,1,3,1985
0,0,0,1,0,1,0,0,0,0,0,0,1335,2,0,0,0,1,5,1495
0,0,1,0,0,1,0,0,0,0,0,0,1954,0,0,1,0,0,6,1623
0,1,0,0,1,0,0,0,0,0,0,1,6179,0,0,0,1,0,3,2578
1,0,0,0,1,0,0,1,0,0,0,0,8098,0,1,0,0,0,6,3942
0,0,1,0,0,0,1,0,0,0,0,0,27,2,0,1,0,0,5,1670
0,1,0,0,1,0,0,0,0,1,0,0,5877,3,0,1,0,0,7,4141
0,0,0,1,0,1,0,0,0,0,0,0,1582,0,0,0,1,0,1,1222
0,1,0,0,1,0,0,0,0,0,1,0,7686,3,1,0,0,0,4,4648
0,1,0,0,0,0,1,0,0,0,0,0,62,2,0,0,0,1,7,1663
0,0,1,0,0,1,0,0,0,0,0,0,764,1,0,0,0,1,6,1580
1,0,0,0,0,0,1,0,0,0,0,0,63,3,0,1,0,0,6,3504
0,1,0,0,0,1,0,0,0,0,0,0,1361,2,0,1,0,0,6,2588
1,0,0,0,1,0,0,0,1,0,0,0,4547,2,1,0,0,0,4,2871
1,0,0,0,0,0,1,0,0,0,0,0,97,3,0,0,1,0,4,3571
0,0,1,0,0,1,0,0,0,0,0,0,1346,1,0,0,0,1,7,1267
0,0,0,1,1,0,0,0,0,0,0,1,1669,3,0,0,1,0,4,2161
1,0,0,0,0,0,1,0,0,0,0,0,18,2,1,0,0,0,7,2558
0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,1,306
0,0,1,0,1,0,0,1,0,0,0,0,887,3,1,0,0,0,5,3829
1,0,0,0,0,1,0,0,0,0,0,0,834,1,0,0,1,0,1,1610
1,0,0,0,1,0,0,1,0,0,0,0,3106,2,0,0,1,0,4,2956
1,0,0,0,1,0,0,1,0,0,0,0,2052,3,1,0,0,0,3,3907
1,0,0,0,0,1,0,0,0,0,0,0,360,3,0,0,0,1,3,2425
0,0,0,1,1,0,0,0,0,0,0,1,7023,1,0,1,0,0,7,4000
0,1,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,1,2,1204
0,0,1,0,1,0,0,0,0,1,0,0,1481,2,0,0,0,1,3,2637
0,1,0,0,1,0,0,0,0,0,1,0,2484,2,0,0,1,0,1,1733
0,0,1,0,0,1,0,0,0,0,0,0,1762,2,0,1,0,0,4,1857
0,0,1,0,0,0,1,0,0,0,0,0,27,2,0,0,0,1,5,2564
1,0,0,0,0,0,1,0,0,0,0,0,16,1,1,0,0,0,1,1892
1,0,0,0,0,0,1,0,0,0,0,0,26,1,0,1,0,0,1,1881
0,0,1,0,1,0,0,1,0,0,0,0,6020,3,1,0,0,0,5,6094
1,0,0,0,0,1,0,0,0,0,0,0,1395,2,0,1,0,0,2,2238
0,0,1,0,0,0,1,0,0,0,0,0,61,3,0,1,0,0,7,3833
0,0,1,0,0,0,1,0,0,0,0,0,75,0,0,1,0,0,4,1481
0,1,0,0,0,1,0,0,0,0,0,0,1365,3,0,0,0,1,3,2469
0,1,0,0,1,0,0,0,0,0,1,0,8299,0,0,0,0,1,2,3469
0,0,0,1,0,1,0,0,0,0,0,0,1062,0,0,0,0,1,1,749
0,0,1,0,0,0,1,0,0,0,0,0,45,2,0,0,0,1,7,1821
0,0,1,0,0,1,0,0,0,0,0,0,316,1,0,0,1,0,3,1164
0,1,0,0,0,1,0,0,0,0,0,0,1829,2,1,0,0,0,4,1555
1,0,0,0,0,0,1,0,0,0,0,0,12,1,0,1,0,0,6,2322
0,0,1,0,0,0,1,0,0,0,0,0,38,3,1,0,0,0,2,2378
0,0,0,1,1,0,0,0,1,0,0,0,4439,2,0,0,1,0,1,1926
0,1,0,0,1,0,0,0,0,1,0,0,7904,1,0,1,0,0,5,2665
0,0,0,1,0,1,0,0,0,0,0,0,1535,0,1,0,0,0,7,2510
0,1,0,0,0,0,1,0,0,0,0,0,28,2,0,0,1,0,5,1837
0,0,1,0,0,0,1,0,0,0,0,0,11,1,0,1,0,0,4,1437
1,0,0,0,0,0,1,0,0,0,0,0,56,2,1,0,0,0,7,2563
1,0,0,0,0,1,0,0,0,0,0,0,1844,2,0,0,1,0,5,2345
1,0,0,0,0,1,0,0,0,0,0,0,1131,0,1,0,0,0,3,1805
0,1,0,0,0,1,0,0,0,0,0,0,145,2,0,0,0,1,5,1643
0,0,1,0,0,1,0,0,0,0,0,0,672,2,0,0,1,0,6,2196
1,0,0,0,1,0,0,0,1,0,0,0,1637,0,0,1,0,0,7,2443
0,1,0,0,1,0,0,0,1,0,0,0,6893,2,0,0,0,1,3,1699
0,0,0,1,1,0,0,0,0,0,1,0,66,2,0,0,1,0,6,2145
1,0,0,0,0,1,0,0,0,0,0,0,1734,1,0,0,1,0,6,1632
0,0,0,1,0,0,1,0,0,0,0,0,38,2,0,1,0,0,6,2035
0,0,1,0,1,0,0,1,0,0,0,0,4733,3,0,0,1,0,1,4263
0,0,1,0,0,0,1,0,0,0,0,0,33,3,1,0,0,0,6,2926
0,0,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,6,2052
0,1,0,0,0,1,0,0,0,0,0,0,670,0,0,0,1,0,5,833
0,1,0,0,0,1,0,0,0,0,0,0,1370,2,1,0,0,0,4,2014
1,0,0,0,1,0,0,0,1,0,0,0,550,3,0,0,1,0,2,2475
0,0,1,0,0,0,1,0,0,0,0,0,75,0,0,1,0,0,3,1822
0,1,0,0,0,1,0,0,0,0,0,0,31,3,0,0,1,0,6,2967
0,0,0,1,1,0,0,0,0,0,1,0,5868,1,0,1,0,0,4,3098
0,0,0,1,1,0,0,0,1,0,0,0,9219,0,0,0,0,1,1,893
1,0,0,0,0,1,0,0,0,0,0,0,330,1,0,0,0,1,1,1456
0,1,0,0,0,0,1,0,0,0,0,0,85,3,1,0,0,0,1,2028
0,0,1,0,1,0,0,1,0,0,0,0,2267,3,0,0,0,1,2,2662
0,0,0,1,0,1,0,0,0,0,0,0,1713,0,0,0,0,1,6,1190
0,1,0,0,0,0,1,0,0,0,0,0,81,3,0,1,0,0,5,2197
0,0,1,0,1,0,0,1,0,0,0,0,5165,1,1,0,0,0,3,2534
0,0,1,0,1,0,0,0,0,0,0,1,7189,2,0,0,0,1,5,5158
0,0,0,1,0,0,1,0,0,0,0,0,88,0,0,0,1,0,5,1518
0,1,0,0,0,1,0,0,0,0,0,0,348,2,0,1,0,0,1,1376
0,0,0,1,1,0,0,0,0,1,0,0,8108,3,1,0,0,0,6,4202
0,0,0,1,1,0,0,1,0,0,0,0,5349,2,0,1,0,0,5,3693
0,0,1,0,0,0,1,0,0,0,0,0,52,1,0,1,0,0,1,1611
0,0,0,1,1,0,0,0,0,1,0,0,8930,3,0,0,1,0,7,4814
0,0,0,1,0,0,1,0,0,0,0,0,10,0,1,0,0,0,4,1151
0,0,0,1,1,0,0,0,1,0,0,0,8712,3,1,0,0,0,4,3392
1,0,0,0,1,0,0,0,0,0,0,1,3422,3,0,0,1,0,4,4080
0,0,1,0,0,1,0,0,0,0,0,0,1798,2,0,1,0,0,1,2158
0,0,0,1,1,0,0,1,0,0,0,0,6028,3,0,0,1,0,5,3758
0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,6,1865
1,0,0,0,0,1,0,0,0,0,0,0,427,2,0,1,0,0,1,2325
0,0,0,1,0,0,1,0,0,0,0,0,34,2,0,1,0,0,2,1930
0,0,1,0,0,0,1,0,0,0,0,0,65,2,0,0,1,0,2,1910
0,1,0,0,1,0,0,1,0,0,0,0,8609,2,0,0,0,1,3,2779
0,0,1,0,0,1,0,0,0,0,0,0,164,2,0,0,0,1,1,1739
0,1,0,0,0,0,1,0,0,0,0,0,43,1,0,0,1,0,1,910
0,1,0,0,0,1,0,0,0,0,0,0,1449,0,0,0,1,0,3,1467
1,0,0,0,0,1,0,0,0,0,0,0,1849,1,0,0,1,0,5,2344
0,1,0,0,0,1,0,0,0,0,0,0,1921,1,0,0,0,1,7,1344
1,0,0,0,1,0,0,0,0,1,0,0,454,0,0,1,0,0,3,1851
1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,2700
0,0,0,1,1,0,0,0,0,0,0,1,2752,0,0,1,0,0,2,1694
0,1,0,0,0,1,0,0,0,0,0,0,1065,0,0,1,0,0,7,2112
0,0,1,0,0,1,0,0,0,0,0,0,749,2,1,0,0,0,6,2098
1,0,0,0,0,0,1,0,0,0,0,0,58,3,0,0,0,1,5,2775
1,0,0,0,1,0,0,0,0,0,1,0,1071,0,1,0,0,0,1,1786
1,0,0,0,0,0,1,0,0,0,0,0,30,0,1,0,0,0,7,2437
0,1,0,0,1,0,0,0,1,0,0,0,7031,3,0,1,0,0,2,2780
0,0,0,1,1,0,0,0,0,0,1,0,4298,2,0,0,1,0,5,3006
0,0,1,0,1,0,0,0,0,0,1,0,7618,0,1,0,0,0,2,3114
0,0,1,0,1,0,0,0,0,0,1,0,8301,2,1,0,0,0,6,3727
0,1,0,0,0,1,0,0,0,0,0,0,1882,1,0,0,1,0,2,1302
1,0,0,0,0,1,0,0,0,0,0,0,207,3,0,0,1,0,6,2556
1,0,0,0,0,1,0,0,0,0,0,0,671,2,0,0,0,1,5,1956
0,0,1,0,0,0,1,0,0,0,0,0,46,0,0,0,1,0,1,734
0,0,0,1,0,0,1,0,0,0,0,0,66,2,1,0,0,0,3,2413
1,0,0,0,1,0,0,0,0,0,1,0,7523,3,0,0,0,1,4,4124
0,0,1,0,0,0,1,0,0,0,0,0,51,3,1,0,0,0,2,2759
1,0,0,0,0,0,1,0,0,0,0,0,96,2,0,0,1,0,3,1667
0,1,0,0,1,0,0,1,0,0,0,0,7757,2,0,0,0,1,4,2988
1,0,0,0,0,0,1,0,0,0,0,0,79,0,0,1,0,0,7,1690
0,0,0,1,1,0,0,1,0,0,0,0,3748,3,0,0,1,0,7,3791
0,0,0,1,1,0,0,0,0,0,0,1,3148,2,0,1,0,0,7,3630
0,1,0,0,1,0,0,0,0,0,0,1,5151,1,1,0,0,0,4,3341
0,0,1,0,0,0,1,0,0,0,0,0,84,2,0,0,1,0,7,2903
0,0,1,0,1,0,0,0,0,0,1,0,8585,0,0,0,0,1,7,3942
0,0,1,0,0,1,0,0,0,0,0,0,1113,2,0,0,0,1,1,2066
0,0,0,1,0,1,0,0,0,0,0,0,1238,3,1,0,0,0,2,2527
0,1,0,0,1,0,0,0,1,0,0,0,7677,3,0,0,0,1,5,2551
0,0,1,0,0,1,0,0,0,0,0,0,1176,0,1,0,0,0,5,1954
0,0,0,1,0,0,1,0,0,0,0,0,22,1,0,0,1,0,6,1451
0,0,0,1,0,1,0,0,0,0,0,0,1797,1,0,0,0,1,2,992
0,0,0,1,1,0,0,0,0,1,0,0,2456,0,0,0,1,0,3,1710
1,0,0,0,1,0,0,0,0,0,0,1,3229,3,0,0,1,0,1,4352
0,1,0,0,1,0,0,0,0,1,0,0,3294,0,0,1,0,0,3,2062
0,1,0,0,1,0,0,0,1,0,0,0,5409,3,0,1,0,0,5,1886
1,0,0,0,0,1,0,0,0,0,0,0,561,3,0,0,0,1,4,2321
1,0,0,0,1,0,0,1,0,0,0,0,9427,1,1,0,0,0,3,3781
0,1,0,0,1,0,0,0,1,0,0,0,131,2,0,0,1,0,4,1227
0,0,0,1,0,0,1,0,0,0,0,0,34,1,0,0,0,1,2,1481
0,1,0,0,0,0,1,0,0,0,0,0,93,0,0,0,0,1,2,1325
1,0,0,0,1,0,0,0,1,0,0,0,8843,3,1,0,0,0,1,1945
0,0,1,0,1,0,0,1,0,0,0,0,556,3,0,0,1,0,4,2812
1,0,0,0,0,1,0,0,0,0,0,0,1733,2,0,1,0,0,3,2213
0,0,1,0,0,1,0,0,0,0,0,0,49,0,0,0,0,1,7,1287
1,0,0,0,0,0,1,0,0,0,0,0,60,3,0,1,0,0,6,2603
0,1,0,0,0,1,0,0,0,0,0,0,284,3,0,1,0,0,7,2394
0,0,0,1,0,1,0,0,0,0,0,0,446,3,0,1,0,0,1,2292
0,0,0,1,1,0,0,0,0,1,0,0,5956,0,0,0,0,1,4,1707
0,0,1,0,0,0,1,0,0,0,0,0,17,3,0,0,1,0,6,2757
0,1,0,0,0,1,0,0,0,0,0,0,863,0,0,1,0,0,3,955
0,0,1,0,0,1,0,0,0,0,0,0,596,2,0,0,0,1,1,1684
0,1,0,0,1,0,0,0,0,1,0,0,3325,3,0,0,1,0,6,3149
0,1,0,0,0,1,0,0,0,0,0,0,235,2,0,0,0,1,3,1806
0,1,0,0,0,1,0,0,0,0,0,0,1952,1,0,0,0,1,1,782
0,0,0,1,0,1,0,0,0,0,0,0,1963,2,1,0,0,0,4,2485
0,1,0,0,1,0,0,0,0,0,1,0,3055,2,1,0,0,0,6,3412
0,1,0,0,1,0,0,1,0,0,0,0,8077,1,0,0,1,0,2,3509
0,0,0,1,1,0,0,0,0,0,0,1,2077,1,1,0,0,0,1,2626
1,0,0,0,1,0,0,0,1,0,0,0,5043,2,0,0,1,0,5,2268
0,0,1,0,0,0,1,0,0,0,0,0,69,1,0,0,1,0,2,1642
0,1,0,0,1,0,0,0,0,0,0,1,7179,0,0,0,1,0,6,3821
0,1,0,0,1,0,0,0,0,0,0,1,7186,1,0,1,0,0,5,3508
1,0,0,0,0,1,0,0,0,0,0,0,127,1,1,0,0,0,4,2229
0,0,0,1,0,0,1,0,0,0,0,0,79,2,0,0,0,1,3,2221
1,0,0,0,0,1,0,0,0,0,0,0,1649,0,0,0,1,0,2,1358
0,0,1,0,1,0,0,0,0,0,1,0,7486,3,0,0,1,0,5,4359
0,1,0,0,1,0,0,0,0,1,0,0,3604,1,0,1,0,0,1,1824
1,0,0,0,1,0,0,1,0,0,0,0,5037,2,1,0,0,0,2,2946
0,1,0,0,1,0,0,0,0,0,1,0,4071,1,0,0,0,1,5,2195
1,0,0,0,1,0,0,0,0,1,0,0,7430,1,0,0,0,1,5,3284
0,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,1,3,1246
0,1,0,0,0,0,1,0,0,0,0,0,14,1,1,0,0,0,7,1780
0,0,0,1,0,0,1,0,0,0,0,0,20,2,0,0,0,1,1,1551
1,0,0,0,0,1,0,0,0,0,0,0,1283,2,0,1,0,0,7,2809
0,1,0,0,0,0,1,0,0,0,0,0,92,3,0,1,0,0,2,2269
1,0,0,0,1,0,0,0,0,0,1,0,4989,1,0,0,0,1,1,2642
1,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,1,6,2009
0,1,0,0,0,0,1,0,0,0,0,0,54,2,1,0,0,0,3,2168
0,0,1,0,0,1,0,0,0,0,0,0,506,3,0,0,0,1,5,3114
1,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0,1,0,1,1736
0,1,0,0,0,1,0,0,0,0,0,0,559,0,0,1,0,0,2,1180
0,0,0,1,0,1,0,0,0,0,0,0,1230,0,1,0,0,0,1,1107
0,0,0,1,0,1,0,0,0,0,0,0,737,3,0,0,0,1,5,2919
1,0,0,0,0,1,0,0,0,0,0,0,550,2,0,1,0,0,3,2539
1,0,0,0,0,0,1,0,0,0,0,0,71,3,0,0,1,0,7,3244
0,0,1,0,1,0,0,0,0,1,0,0,2041,0,0,0,0,1,2,1804
0,0,0,1,0,1,0,0,0,0,0,0,68,0,1,0,0,0,3,881
1,0,0,0,0,1,0,0,0,0,0,0,677,3,0,0,0,1,6,2857
0,0,0,1,1,0,0,1,0,0,0,0,2212,2,0,0,1,0,7,3319
0,1,0,0,0,0,1,0,0,0,0,0,39,1,0,0,0,1,6,926
0,1,0,0,1,0,0,0,0,0,1,0,3368,0,0,0,0,1,7,2042
1,0,0,0,0,1,0,0,0,0,0,0,1219,2,0,1,0,0,4,1920
0,1,0,0,1,0,0,1,0,0,0,0,3757,2,0,0,1,0,3,2451
1,0,0,0,0,1,0,0,0,0,0,0,552,3,0,0,1,0,2,2196
0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,7,2929
1,0,0,0,1,0,0,0,0,0,1,0,5134,1,0,0,1,0,5,2714
0,0,0,1,1,0,0,0,0,0,1,0,1230,3,0,0,0,1,2,3088
0,0,1,0,0,1,0,0,0,0,0,0,377,0,0,0,1,0,2,895
1,0,0,0,1,0,0,1,0,0,0,0,1630,3,0,0,0,1,5,3231
0,1,0,0,1,0,0,0,1,0,0,0,3900,3,1,0,0,0,6,2312
0,0,0,1,0,1,0,0,0,0,0,0,165,1,0,0,0,1,7,1743
0,0,0,1,0,1,0,0,0,0,0,0,1100,1,0,1,0,0,4,1741
1,0,0,0,0,0,1,0,0,0,0,0,37,3,0,1,0,0,2,3309
0,0,0,1,0,1,0,0,0,0,0,0,1215,1,0,1,0,0,3,1177
0,1,0,0,0,0,1,0,0,0,0,0,8,2,0,0,0,1,7,1631
1,0,0,0,0,1,0,0,0,0,0,0,302,2,1,0,0,0,6,2524
0,1,0,0,0,1,0,0,0,0,0,0,1343,2,0,1,0,0,7,2167
0,0,0,1,1,0,0,0,0,0,1,0,9671,3,1,0,0,0,3,4922
0,0,0,1,1,0,0,1,0,0,0,0,6465,1,0,0,1,0,2,2328
0,0,1,0,0,1,0,0,0,0,0,0,647,0,1,0,0,0,1,940
0,1,0,0,1,0,0,1,0,0,0,0,421,2,0,1,0,0,2,1146
0,0,1,0,0,0,1,0,0,0,0,0,50,3,1,0,0,0,1,3287
0,0,0,1,0,0,1,0,0,0,0,0,16,2,0,0,0,1,4,1835
0,1,0,0,1,0,0,0,0,0,1,0,4276,3,0,0,0,1,6,3197
0,1,0,0,1,0,0,0,1,0,0,0,2218,2,0,0,1,0,1,1984
0,0,1,0,1,0,0,0,0,1,0,0,6994,1,0,0,0,1,4,2079
0,1,0,0,1,0,0,0,0,1,0,0,6883,3,0,0,0,1,3,3122
0,1,0,0,1,0,0,0,0,1,0,0,4737,2,0,1,0,0,7,2545
1,0,0,0,0,0,1,0,0,0,0,0,43,3,1,0,0,0,2,2620
0,0,0,1,1,0,0,0,1,0,0,0,5027,2,0,0,1,0,6,1799
0,1,0,0,1,0,0,0,0,0,0,1,5330,1,0,0,1,0,7,2813
1,0,0,0,1,0,0,0,0,1,0,0,7390,3,0,1,0,0,3,3040
0,0,0,1,0,1,0,0,0,0,0,0,1586,1,0,0,0,1,5,1327
0,0,1,0,0,1,0,0,0,0,0,0,224,3,0,0,1,0,7,2752
0,0,0,1,1,0,0,0,0,0,1,0,2929,1,0,0,1,0,6,2211
0,1,0,0,0,0,1,0,0,0,0,0,81,2,0,0,1,0,7,1589
1,0,0,0,0,0,1,0,0,0,0,0,61,3,1,0,0,0,5,2905
0,0,1,0,1,0,0,0,0,0,1,0,546,2,1,0,0,0,3,2594
0,0,1,0,0,1,0,0,0,0,0,0,1560,1,0,0,0,1,3,1515
0,0,0,1,0,1,0,0,0,0,0,0,560,0,1,0,0,0,6,2281
0,1,0,0,0,0,1,0,0,0,0,0,93,2,0,1,0,0,2,2003
0,1,0,0,0,0,1,0,0,0,0,0,39,2,0,0,1,0,6,1163
0,1,0,0,1,0,0,1,0,0,0,0,9745,3,1,0,0,0,1,4556
1,0,0,0,0,0,1,0,0,0,0,0,74,0,0,0,0,1,6,1417
1,0,0,0,0,1,0,0,0,0,0,0,1846,0,0,0,0,1,5,899
0,0,1,0,0,1,0,0,0,0,0,0,706,0,0,0,0,1,7,1221
0,0,1,0,0,0,1,0,0,0,0,0,21,3,1,0,0,0,3,2186
0,0,0,1,0,1,0,0,0,0,0,0,103,2,0,1,0,0,3,1538
1,0,0,0,0,0,1,0,0,0,0,0,52,0,1,0,0,0,7,2502
1,0,0,0,1,0,0,0,1,0,0,0,8797,0,0,0,0,1,7,1059
0,0,0,1,0,0,1,0,0,0,0,0,47,0,0,1,0,0,1,820
0,0,1,0,0,1,0,0,0,0,0,0,1967,1,0,0,1,0,4,1348
0,0,0,1,1,0,0,0,0,0,1,0,9980,1,0,0,0,1,7,5663
0,1,0,0,0,1,0,0,0,0,0,0,1232,1,0,0,0,1,5,904
1,0,0,0,0,0,1,0,0,0,0,0,51,2,1,0,0,0,5,3046
0,0,0,1,1,0,0,0,0,0,1,0,3192,1,0,0,0,1,4,2248
0,1,0,0,0,0,1,0,0,0,0,0,24,3,1,0,0,0,4,2436
0,0,0,1,0,0,1,0,0,0,0,0,50,3,0,0,0,1,4,3172
0,0,0,1,1,0,0,0,0,0,0,1,798,1,1,0,0,0,3,2401
0,1,0,0,0,1,0,0,0,0,0,0,409,1,0,0,0,1,1,1224
0,1,0,0,1,0,0,0,1,0,0,0,2389,0,1,0,0,0,5,1480
0,0,0,1,1,0,0,0,0,0,1,0,9773,2,0,1,0,0,2,4307
0,1,0,0,0,1,0,0,0,0,0,0,1328,0,0,1,0,0,2,1638
0,1,0,0,0,1,0,0,0,0,0,0,1478,0,0,0,1,0,4,1110
1,0,0,0,0,1,0,0,0,0,0,0,1308,3,0,0,0,1,3,2449
0,0,1,0,1,0,0,1,0,0,0,0,3310,3,0,1,0,0,4,3881
1,0,0,0,0,0,1,0,0,0,0,0,75,0,0,0,1,0,2,1576
0,0,1,0,0,1,0,0,0,0,0,0,1774,0,0,0,0,1,1,980
1,0,0,0,1,0,0,0,0,1,0,0,2910,2,0,0,1,0,3,2708
0,1,0,0,0,0,1,0,0,0,0,0,98,1,0,0,1,0,1,909
1,0,0,0,0,0,1,0,0,0,0,0,13,3,0,0,0,1,6,3690
1,0,0,0,0,1,0,0,0,0,0,0,1098,2,1,0,0,0,7,2416
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1276
0,1,0,0,0,1,0,0,0,0,0,0,854,1,0,0,0,1,4,1499
0,1,0,0,0,0,1,0,0,0,0,0,85,3,0,0,1,0,3,3069
1,0,0,0,0,0,1,0,0,0,0,0,89,3,0,0,1,0,1,2696
0,0,0,1,1,0,0,0,0,1,0,0,7715,1,0,1,0,0,2,3432
0,0,1,0,0,0,1,0,0,0,0,0,59,0,0,1,0,0,2,763
0,0,1,0,0,0,1,0,0,0,0,0,51,1,0,0,0,1,5,1531
0,0,1,0,1,0,0,0,0,0,0,1,2553,1,1,0,0,0,3,3050
1,0,0,0,0,0,1,0,0,0,0,0,65,0,0,0,1,0,3,1988
0,0,0,1,0,1,0,0,0,0,0,0,274,3,0,0,0,1,4,1852
0,0,0,1,0,0,1,0,0,0,0,0,50,3,1,0,0,0,2,2296
0,1,0,0,0,1,0,0,0,0,0,0,219,2,0,0,1,0,7,1757
0,1,0,0,1,0,0,0,0,1,0,0,6510,2,0,0,1,0,6,2744
1,0,0,0,0,0,1,0,0,0,0,0,18,1,0,1,0,0,2,1985
0,1,0,0,0,1,0,0,0,0,0,0,1118,0,0,0,1,0,4,1275
1,0,0,0,0,1,0,0,0,0,0,0,1095,1,1,0,0,0,1,1586
0,0,0,1,0,0,1,0,0,0,0,0,23,1,0,0,0,1,4,1681
0,0,0,1,0,0,1,0,0,0,0,0,83,2,0,0,0,1,4,2230
0,0,1,0,0,0,1,0,0,0,0,0,20,2,1,0,0,0,7,3099
0,1,0,0,1,0,0,0,0,1,0,0,7285,0,1,0,0,0,1,1757
1,0,0,0,0,1,0,0,0,0,0,0,405,1,0,0,1,0,4,1532
0,1,0,0,1,0,0,0,0,0,0,1,6743,2,0,1,0,0,1,4416
0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,1,0,0,6,1701
0,0,1,0,0,0,1,0,0,0,0,0,41,3,0,0,1,0,7,4194
0,0,1,0,0,1,0,0,0,0,0,0,1059,2,0,0,0,1,3,1634
0,0,1,0,0,0,1,0,0,0,0,0,49,1,0,1,0,0,2,1329
0,0,1,0,0,0,1,0,0,0,0,0,26,3,0,0,0,1,7,2901
1,0,0,0,0,1,0,0,0,0,0,0,1345,2,0,0,0,1,2,2536
0,0,0,1,0,0,1,0,0,0,0,0,93,3,0,1,0,0,4,3100
0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,3,2180
0,0,1,0,0,0,1,0,0,0,0,0,63,0,0,0,0,1,6,1629
0,0,1,0,0,0,1,0,0,0,0,0,44,0,0,1,0,0,2,1493
0,0,0,1,1,0,0,0,0,0,0,1,1025,1,1,0,0,0,1,1543
0,1,0,0,0,1,0,0,0,0,0,0,265,2,0,0,0,1,1,1389
0,0,0,1,0,0,1,0,0,0,0,0,59,1,1,0,0,0,7,2118
0,0,1,0,0,0,1,0,0,0,0,0,60,2,0,0,1,0,6,2288
0,0,1,0,0,1,0,0,0,0,0,0,1906,2,0,1,0,0,5,2167
0,0,0,1,1,0,0,0,1,0,0,0,6798,2,1,0,0,0,5,2055
0,0,1,0,0,1,0,0,0,0,0,0,996,3,1,0,0,0,3,2618
0,1,0,0,1,0,0,1,0,0,0,0,3002,3,0,0,0,1,1,3468
0,0,1,0,0,0,1,0,0,0,0,0,34,0,0,0,0,1,2,1515
1,0,0,0,0,1,0,0,0,0,0,0,29,2,0,0,1,0,4,2747
0,1,0,0,0,1,0,0,0,0,0,0,525,0,1,0,0,0,4,1261
1,0,0,0,1,0,0,1,0,0,0,0,1298,0,0,1,0,0,6,2690
0,0,0,1,1,0,0,0,0,0,0,1,8881,1,0,0,0,1,7,4323
0,1,0,0,0,1,0,0,0,0,0,0,567,3,0,1,0,0,7,2978
0,0,0,1,0,1,0,0,0,0,0,0,673,2,0,1,0,0,1,1463
1,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,6,2181
0,0,0,1,0,1,0,0,0,0,0,0,970,1,0,0,0,1,1,1951
0,0,1,0,0,1,0,0,0,0,0,0,541,3,0,0,0,1,6,3080
1,0,0,0,1,0,0,0,0,1,0,0,49,3,0,0,0,1,4,2363
0,0,1,0,0,0,1,0,0,0,0,0,51,0,0,1,0,0,4,1408
0,1,0,0,0,0,1,0,0,0,0,0,80,2,0,0,0,1,4,1550
0,1,0,0,1,0,0,0,0,0,0,1,8741,0,0,0,0,1,1,4562
0,0,1,0,0,1,0,0,0,0,0,0,1863,3,1,0,0,0,7,3415
1,0,0,0,0,0,1,0,0,0,0,0,99,3,0,0,0,1,3,3114
1,0,0,0,0,0,1,0,0,0,0,0,23,3,0,0,0,1,7,2668
0,0,1,0,0,1,0,0,0,0,0,0,159,0,1,0,0,0,1,1242
0,0,1,0,0,1,0,0,0,0,0,0,287,3,0,1,0,0,4,2358
1,0,0,0,0,1,0,0,0,0,0,0,1539,3,0,0,1,0,6,3401
0,0,1,0,1,0,0,1,0,0,0,0,9828,3,0,0,1,0,7,4490
0,1,0,0,1,0,0,0,1,0,0,0,3457,3,0,1,0,0,1,1859
0,1,0,0,0,1,0,0,0,0,0,0,1792,1,0,0,1,0,2,1057
0,0,1,0,1,0,0,0,0,0,0,1,7934,1,0,1,0,0,3,4631
